,index,amount,unit,reference product,name,location,database,EF v3.1 | climate change | global warming potential (GWP100),EF v3.1 | acidification | accumulated exceedance (AE),EF v3.1 | photochemical oxidant formation: human health | tropospheric ozone concentration increase,EF v3.1 | particulate matter formation | impact on human health,EF v3.1 | energy resources: non-renewable | abiotic depletion potential (ADP): fossil fuels,EF v3.1 | material resources: metals/minerals | abiotic depletion potential (ADP): elements (ultimate reserves),EF v3.1 | land use | soil quality index,EF v3.1 | water use | user deprivation potential (deprivation-weighted water consumption)
0,"transport, freight, inland barge, Stage I standard, MGO | transport, freight, inland barge, Stage I standard, MGO | ZH | ton kilometer | mep_2020",11689225.0,ton kilometer,"transport, freight, inland barge, Stage I standard, MGO","transport, freight, inland barge, Stage I standard, MGO",ZH,mep_2020,614354.0488959912,1272.0566115037632,3992.5846370685545,0.011956137454706433,8122537.038280353,0.9378678788614243,1708688.7810884253,55398.32454882749
1,"transport, freight, inland barge, Stage V Mitsubishi, MGO | transport, freight, inland barge, Stage V Mitsubishi, MGO | ZH | ton kilometer | mep_2020",11689225.0,ton kilometer,"transport, freight, inland barge, Stage V Mitsubishi, MGO","transport, freight, inland barge, Stage V Mitsubishi, MGO",ZH,mep_2020,584260.0407749726,1248.3855718686916,1657.8477022124916,0.011826863047700614,7859625.054147933,0.9754863342848471,1673420.4324686672,65066.19770246445
2,"transport, freight, inland barge, Stage V Mitsubishi, hydrogen, grey | transport, freight, inland barge, Stage V Mitsubishi, hydrogen, grey | ZH | ton kilometer | mep_2020",11689225.0,ton kilometer,"transport, freight, inland barge, Stage V Mitsubishi, hydrogen, grey","transport, freight, inland barge, Stage V Mitsubishi, hydrogen, grey",ZH,mep_2020,1000819.6026272438,2311.219240734948,2272.0021377798926,0.014676087753221349,17272485.009244364,5.137231752442067,1644236.0718131838,155737.1759131549
3,"transport, freight, inland barge, Stage V Mitsubishi, hydrogen, blue | transport, freight, inland barge, Stage V Mitsubishi, hydrogen, blue | ZH | ton kilometer | mep_2020",11689225.0,ton kilometer,"transport, freight, inland barge, Stage V Mitsubishi, hydrogen, blue","transport, freight, inland barge, Stage V Mitsubishi, hydrogen, blue",ZH,mep_2020,680162.882950521,2370.813858355895,2290.776358560298,0.014917060210288477,17491752.426908482,5.1573222812102495,1670911.257925293,161352.10260750024
4,"transport, freight, inland barge, Stage V Mitsubishi, hydrogen, yellow | transport, freight, inland barge, Stage V Mitsubishi, hydrogen, yellow | ZH | ton kilometer | mep_2020",11689225.0,ton kilometer,"transport, freight, inland barge, Stage V Mitsubishi, hydrogen, yellow","transport, freight, inland barge, Stage V Mitsubishi, hydrogen, yellow",ZH,mep_2020,1532544.5321060703,7426.191044497529,3942.9305849949687,0.03705397110153813,32712156.910249405,16.294140597333715,3745085.4791211374,545748.694263548
5,"transport, freight, inland barge, HFC, grey | transport, freight, inland barge, HFC, grey | ZH | ton kilometer | mep_2020",11689225.0,ton kilometer,"transport, freight, inland barge, HFC, grey","transport, freight, inland barge, HFC, grey",ZH,mep_2020,769653.8804405847,2800.704603213165,2115.5165362574944,0.02112099199105739,12802017.337811565,9.574978386999174,1784745.5296565052,160595.2290987318
6,"transport, freight, inland barge, HFC, blue | transport, freight, inland barge, HFC, blue | ZH | ton kilometer | mep_2020",11689225.0,ton kilometer,"transport, freight, inland barge, HFC, blue","transport, freight, inland barge, HFC, blue",ZH,mep_2020,563576.2929250074,2839.0044867790502,2127.582231090931,0.021275858611847873,12942934.704204358,9.587890038140104,1801888.9658085809,164203.79388544252
7,"transport, freight, inland barge, HFC, yellow | transport, freight, inland barge, HFC, yellow | ZH | ton kilometer | mep_2020",11689225.0,ton kilometer,"transport, freight, inland barge, HFC, yellow","transport, freight, inland barge, HFC, yellow",ZH,mep_2020,1111379.4204491032,6087.961613115515,3189.3780279498865,0.03550266538550682,22724685.855717473,16.745228432607036,3134905.844487993,411245.3102383582
8,"transport, freight, inland barge, battery-electric | transport, freight, inland barge, battery-electric | ZH | ton kilometer | mep_2020",11689225.0,ton kilometer,"transport, freight, inland barge, battery-electric","transport, freight, inland barge, battery-electric",ZH,mep_2020,382957.52336452866,2004.2904241342505,1340.0228479865036,0.01323556706536789,7758430.814873608,6.737264078400997,1559384.5189076662,147058.38046772144
9,"transport, freight, inland barge, Stage I standard, MGO | transport, freight, inland barge, Stage I standard, MGO | ZH | ton kilometer | mep_2030",11689225.0,ton kilometer,"transport, freight, inland barge, Stage I standard, MGO","transport, freight, inland barge, Stage I standard, MGO",ZH,mep_2030,589458.823456892,1187.9395274785093,3932.687702609025,0.011259132824518094,7705245.220073602,1.0132572686577976,2213474.661398217,65375.70379096636
10,"transport, freight, inland barge, Stage V Mitsubishi, MGO | transport, freight, inland barge, Stage V Mitsubishi, MGO | ZH | ton kilometer | mep_2030",11689225.0,ton kilometer,"transport, freight, inland barge, Stage V Mitsubishi, MGO","transport, freight, inland barge, Stage V Mitsubishi, MGO",ZH,mep_2030,559590.773281856,1162.7126140346722,1598.0005976932885,0.011120584741821917,7444444.31936188,1.050494876196452,2153406.1791902343,74332.49102733217
11,"transport, freight, inland barge, Stage V Mitsubishi, hydrogen, grey | transport, freight, inland barge, Stage V Mitsubishi, hydrogen, grey | ZH | ton kilometer | mep_2030",11689225.0,ton kilometer,"transport, freight, inland barge, Stage V Mitsubishi, hydrogen, grey","transport, freight, inland barge, Stage V Mitsubishi, hydrogen, grey",ZH,mep_2030,757247.4244909519,1130.3423476550877,1709.8845035379695,0.009247157518377978,11986203.432592334,3.1986560758784925,1366026.7185965725,76815.85761639345
12,"transport, freight, inland barge, Stage V Mitsubishi, hydrogen, blue | transport, freight, inland barge, Stage V Mitsubishi, hydrogen, blue | ZH | ton kilometer | mep_2030",11689225.0,ton kilometer,"transport, freight, inland barge, Stage V Mitsubishi, hydrogen, blue","transport, freight, inland barge, Stage V Mitsubishi, hydrogen, blue",ZH,mep_2030,430676.4759127627,1159.3368430706669,1715.7545297768504,0.009382668606461352,12078461.099802807,3.228903338715979,1404791.1152048318,81055.90730352447
13,"transport, freight, inland barge, Stage V Mitsubishi, hydrogen, yellow | transport, freight, inland barge, Stage V Mitsubishi, hydrogen, yellow | ZH | ton kilometer | mep_2030",11689225.0,ton kilometer,"transport, freight, inland barge, Stage V Mitsubishi, hydrogen, yellow","transport, freight, inland barge, Stage V Mitsubishi, hydrogen, yellow",ZH,mep_2030,844941.5820665739,3961.696191391913,2400.505929797864,0.023432012512767095,17873168.329634964,14.295948322874061,4098601.976812008,355324.2957876897
14,"transport, freight, inland barge, HFC, grey | transport, freight, inland barge, HFC, grey | ZH | ton kilometer | mep_2030",11689225.0,ton kilometer,"transport, freight, inland barge, HFC, grey","transport, freight, inland barge, HFC, grey",ZH,mep_2030,586877.9999563013,1905.610285113085,1694.3307819562426,0.01613697233216365,9071985.005279353,8.371417018382314,1640923.2343292262,106402.14230216196
15,"transport, freight, inland barge, HFC, blue | transport, freight, inland barge, HFC, blue | ZH | ton kilometer | mep_2030",11689225.0,ton kilometer,"transport, freight, inland barge, HFC, blue","transport, freight, inland barge, HFC, blue",ZH,mep_2030,376999.4940465676,1924.2442799736887,1698.103292468986,0.01622406172215675,9131276.566384688,8.390856133710328,1665836.0861246944,109127.11002262984
16,"transport, freight, inland barge, HFC, yellow | transport, freight, inland barge, HFC, yellow | ZH | ton kilometer | mep_2030",11689225.0,ton kilometer,"transport, freight, inland barge, HFC, yellow","transport, freight, inland barge, HFC, yellow",ZH,mep_2030,643236.7141931807,3725.24646834509,2138.174895230064,0.02525320323307567,12855381.545337932,15.503353054283185,3397077.0348343924,285392.1447538059
17,"transport, freight, inland barge, battery-electric | transport, freight, inland barge, battery-electric | ZH | ton kilometer | mep_2030",11689225.0,ton kilometer,"transport, freight, inland barge, battery-electric","transport, freight, inland barge, battery-electric",ZH,mep_2030,260846.58862388757,1374.2098660553488,1065.8247955096383,0.010477453105754295,5252930.251481928,6.964280586372276,1795290.7988196062,120279.07798437035
18,"transport, freight, inland barge, Stage I standard, MGO | transport, freight, inland barge, Stage I standard, MGO | ZH | ton kilometer | mep_2050",11689225.0,ton kilometer,"transport, freight, inland barge, Stage I standard, MGO","transport, freight, inland barge, Stage I standard, MGO",ZH,mep_2050,439499.35760100983,1749.4163317606956,3757.515078735022,0.017091845850458184,5491345.196632641,1.6442559286473197,15953961.159871029,427053.2674888613
19,"transport, freight, inland barge, Stage V Mitsubishi, MGO | transport, freight, inland barge, Stage V Mitsubishi, MGO | ZH | ton kilometer | mep_2050",11689225.0,ton kilometer,"transport, freight, inland barge, Stage V Mitsubishi, MGO","transport, freight, inland barge, Stage V Mitsubishi, MGO",ZH,mep_2050,417541.95903532463,1690.6986439801676,1428.9555782756013,0.016623438912891874,5317121.902781436,1.6534523641459624,15183227.882275855,416929.6602155854
20,"transport, freight, inland barge, Stage V Mitsubishi, hydrogen, grey | transport, freight, inland barge, Stage V Mitsubishi, hydrogen, grey | ZH | ton kilometer | mep_2050",11689225.0,ton kilometer,"transport, freight, inland barge, Stage V Mitsubishi, hydrogen, grey","transport, freight, inland barge, Stage V Mitsubishi, hydrogen, grey",ZH,mep_2050,681061.9292671212,848.1360926053329,1536.2602155746404,0.008144953550337375,10323091.150052788,3.0393066338981183,1628843.680253958,61143.66862777869
21,"transport, freight, inland barge, Stage V Mitsubishi, hydrogen, blue | transport, freight, inland barge, Stage V Mitsubishi, hydrogen, blue | ZH | ton kilometer | mep_2050",11689225.0,ton kilometer,"transport, freight, inland barge, Stage V Mitsubishi, hydrogen, blue","transport, freight, inland barge, Stage V Mitsubishi, hydrogen, blue",ZH,mep_2050,346186.2398708056,849.5534230333867,1526.6356135866015,0.008194706758803632,10218710.211444722,3.0822796407216644,1692290.3835689656,63424.07095731614
22,"transport, freight, inland barge, Stage V Mitsubishi, hydrogen, yellow | transport, freight, inland barge, Stage V Mitsubishi, hydrogen, yellow | ZH | ton kilometer | mep_2050",11689225.0,ton kilometer,"transport, freight, inland barge, Stage V Mitsubishi, hydrogen, yellow","transport, freight, inland barge, Stage V Mitsubishi, hydrogen, yellow",ZH,mep_2050,233854.94483385113,1848.0552193445305,1209.378814530831,0.016527230572747187,3603181.973209838,14.319031341017523,5686302.022464927,206025.70689202292
23,"transport, freight, inland barge, HFC, grey | transport, freight, inland barge, HFC, grey | ZH | ton kilometer | mep_2050",11689225.0,ton kilometer,"transport, freight, inland barge, HFC, grey","transport, freight, inland barge, HFC, grey",ZH,mep_2050,508532.9519736035,1610.1572486365603,1525.6283536023861,0.014497579785177662,7585729.275240203,8.323230951698209,1913772.2288690596,89876.60602587028
24,"transport, freight, inland barge, HFC, blue | transport, freight, inland barge, HFC, blue | ZH | ton kilometer | mep_2050",11689225.0,ton kilometer,"transport, freight, inland barge, HFC, blue","transport, freight, inland barge, HFC, blue",ZH,mep_2050,293317.208926075,1611.0681293928399,1519.442876620984,0.014529554855533968,7518646.408451546,8.350848565897632,1954547.7459645856,91342.16025192795
25,"transport, freight, inland barge, HFC, yellow | transport, freight, inland barge, HFC, yellow | ZH | ton kilometer | mep_2050",11689225.0,ton kilometer,"transport, freight, inland barge, HFC, yellow","transport, freight, inland barge, HFC, yellow",ZH,mep_2050,221124.8584677575,2252.778808405658,1315.5503281091633,0.019884647389458644,3267021.4905297114,15.57241150162252,4521393.324259735,182988.45769682978
26,"transport, freight, inland barge, battery-electric | transport, freight, inland barge, battery-electric | ZH | ton kilometer | mep_2050",11689225.0,ton kilometer,"transport, freight, inland barge, battery-electric","transport, freight, inland barge, battery-electric",ZH,mep_2050,92918.51216410066,811.3936617663835,742.3026914995351,0.008551853090006608,1415477.9806250492,7.252074921225367,2326662.705464616,82882.03389198805
27,"transport, freight, inland barge, Stage I standard, MGO | transport, freight, inland barge, Stage I standard, MGO | ZH | ton kilometer | mep_2100",11689225.0,ton kilometer,"transport, freight, inland barge, Stage I standard, MGO","transport, freight, inland barge, Stage I standard, MGO",ZH,mep_2100,235029.4239611724,1972.8606854004213,3471.660955406953,0.021248192901045314,2685042.0899847173,2.2398451018750514,30931883.426084913,608757.0561644036
28,"transport, freight, inland barge, Stage V Mitsubishi, MGO | transport, freight, inland barge, Stage V Mitsubishi, MGO | ZH | ton kilometer | mep_2100",11689225.0,ton kilometer,"transport, freight, inland barge, Stage V Mitsubishi, MGO","transport, freight, inland barge, Stage V Mitsubishi, MGO",ZH,mep_2100,225473.20665421372,1901.9984805369143,1157.66735291867,0.02056783627146798,2652255.0598050808,2.2185833213216744,29384926.271155108,589109.2664706004
29,"transport, freight, inland barge, Stage V Mitsubishi, hydrogen, grey | transport, freight, inland barge, Stage V Mitsubishi, hydrogen, grey | ZH | ton kilometer | mep_2100",11689225.0,ton kilometer,"transport, freight, inland barge, Stage V Mitsubishi, hydrogen, grey","transport, freight, inland barge, Stage V Mitsubishi, hydrogen, grey",ZH,mep_2100,668490.1101943913,841.6241972378288,1531.2749545415932,0.008087991675455897,10057229.23028983,3.0587369948595176,1873609.6378595012,58853.87220209154
30,"transport, freight, inland barge, Stage V Mitsubishi, hydrogen, blue | transport, freight, inland barge, Stage V Mitsubishi, hydrogen, blue | ZH | ton kilometer | mep_2100",11689225.0,ton kilometer,"transport, freight, inland barge, Stage V Mitsubishi, hydrogen, blue","transport, freight, inland barge, Stage V Mitsubishi, hydrogen, blue",ZH,mep_2100,332517.3858440268,840.6876134992923,1518.8274266958233,0.008121449444451296,9920639.061486801,3.1023363582827628,1932176.1922140853,60433.50231698585
31,"transport, freight, inland barge, Stage V Mitsubishi, hydrogen, yellow | transport, freight, inland barge, Stage V Mitsubishi, hydrogen, yellow | ZH | ton kilometer | mep_2100",11689225.0,ton kilometer,"transport, freight, inland barge, Stage V Mitsubishi, hydrogen, yellow","transport, freight, inland barge, Stage V Mitsubishi, hydrogen, yellow",ZH,mep_2100,153332.2978278877,1696.7083614429475,1035.2282797970618,0.015316001579713879,1380385.1915589117,14.38057487390644,5645603.382529529,160496.6060879107
32,"transport, freight, inland barge, HFC, grey | transport, freight, inland barge, HFC, grey | ZH | ton kilometer | mep_2100",11689225.0,ton kilometer,"transport, freight, inland barge, HFC, grey","transport, freight, inland barge, HFC, grey",ZH,mep_2100,484667.01239473256,1572.9186135996479,1502.5102982686535,0.014269875562738095,7194583.257501892,8.35514193024177,2322347.3612112855,84083.23979745057
33,"transport, freight, inland barge, HFC, blue | transport, freight, inland barge, HFC, blue | ZH | ton kilometer | mep_2100",11689225.0,ton kilometer,"transport, freight, inland barge, HFC, blue","transport, freight, inland barge, HFC, blue",ZH,mep_2100,268746.23401540576,1572.3166960176968,1494.5106015475792,0.014291377985407354,7106800.370888265,8.383162087251227,2359986.535723703,85098.42626718215
34,"transport, freight, inland barge, HFC, yellow | transport, freight, inland barge, HFC, yellow | ZH | ton kilometer | mep_2100",11689225.0,ton kilometer,"transport, freight, inland barge, HFC, yellow","transport, freight, inland barge, HFC, yellow",ZH,mep_2100,153588.7201034556,2122.458576023701,1183.714228348342,0.018915126238008208,1618205.227584686,15.631387501233485,4746507.914619075,149406.33487805544
35,"transport, freight, inland barge, battery-electric | transport, freight, inland barge, battery-electric | ZH | ton kilometer | mep_2100",11689225.0,ton kilometer,"transport, freight, inland barge, battery-electric","transport, freight, inland barge, battery-electric",ZH,mep_2100,66755.8640638216,762.8519230417571,688.8949534537996,0.008206615933052466,758283.3322981462,7.273278424105931,2350169.2797975205,69700.83931254262
